Pfam ID	Pfam Name	Gene Count (assembled)	
pfam01940	Integral membrane protein DUF92	1	
pfam01943	Polysaccharide biosynthesis protein	7	
pfam01946	Thi4 family	3	
pfam01947	Protein of unknown function (DUF98)	2	
pfam01948	Aspartate carbamoyltransferase regulatory chain, allosteric domain	2	
pfam01950	Fructose-1,6-bisphosphatase	3	
pfam01951	Archease protein family (MTH1598/TM1083)	3	
pfam01956	Integral membrane protein DUF106	3	
pfam01957	NfeD-like C-terminal, partner-binding	11	
pfam01958	Domain of unknown function DUF108	5	
pfam01959	3-dehydroquinate synthase (EC 4.6.1.3)	2	
pfam01960	ArgJ family	21	
pfam01963	TraB family	5	
pfam01964	Radical SAM ThiC family	10	
pfam01965	DJ-1/PfpI family	7	
pfam01966	HD domain	57	
pfam01967	MoaC family	9	
pfam01968	Hydantoinase/oxoprolinase	50	
pfam01969	Protein of unknown function DUF111	8	
pfam01970	Tripartite tricarboxylate transporter TctA family	20	
pfam01972	Serine dehydrogenase proteinase	34	
pfam01973	Protein of unknown function DUF115	8	
pfam01974	tRNA intron endonuclease, catalytic C-terminal domain	4	
pfam01975	Survival protein SurE	9	
pfam01977	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	26	
pfam01978	Sugar-specific transcriptional regulator TrmB	8	
pfam01979	Amidohydrolase family	86	
pfam01981	Peptidyl-tRNA hydrolase PTH2	3	
pfam01982	Domain of unknown function DUF120	2	
pfam01983	Guanylyl transferase CofC like	3	
pfam01984	Double-stranded DNA-binding domain	2	
pfam01988	VIT family	4	
pfam01989	Protein of unknown function DUF126	4	
pfam01990	ATP synthase (F/14-kDa) subunit	2	
pfam01991	ATP synthase (E/31 kDa) subunit	2	
pfam01992	ATP synthase (C/AC39) subunit	3	
pfam01994	tRNA ribose 2'-O-methyltransferase, aTrm56	1	
pfam01996	F420-0:Gamma-glutamyl ligase	8	
pfam01997	Translin family	2	
pfam02002	TFIIE alpha subunit	3	
pfam02005	N2,N2-dimethylguanosine tRNA methyltransferase	5	
pfam02006	Protein of unknown function DUF137	1	
pfam02010	REJ domain	2	
pfam02012	BNR/Asp-box repeat	3	
pfam02016	LD-carboxypeptidase	5	
pfam02018	Carbohydrate binding domain	1	
pfam02021	Uncharacterised protein family UPF0102	8	
pfam02023	SCAN domain	10	
pfam02028	BCCT, betaine/carnitine/choline family transporter	6	
pfam02033	Ribosome-binding factor A	17	
pfam02036	SCP-2 sterol transfer family	1	
pfam02037	SAP domain	2	
pfam02049	Flagellar hook-basal body complex protein FliE	1	
pfam02050	Flagellar FliJ protein	1	
pfam02056	Family 4 glycosyl hydrolase	6	
pfam02065	Melibiase	1	
pfam02073	Thermophilic metalloprotease (M29)	6	
pfam02074	Carboxypeptidase Taq (M32) metallopeptidase	6	
pfam02075	Crossover junction endodeoxyribonuclease RuvC	22	
pfam02080	TrkA-C domain	21	
pfam02082	Transcriptional regulator	13	
pfam02085	Class III cytochrome C family	1	
pfam02086	D12 class N6 adenine-specific DNA methyltransferase	58	
pfam02091	Glycyl-tRNA synthetase alpha subunit	14	
pfam02092	Glycyl-tRNA synthetase beta subunit	17	
pfam02096	60Kd inner membrane protein	27	
pfam02104	SURF1 family	8	
pfam02108	Flagellar assembly protein FliH	1	
pfam02113	D-Ala-D-Ala carboxypeptidase 3 (S13) family	10	
pfam02119	Flagellar P-ring protein	1	
pfam02120	Flagellar hook-length control protein FliK	1	
pfam02126	Phosphotriesterase family	2	
pfam02127	Aminopeptidase I zinc metalloprotease (M18)	1	
pfam02129	X-Pro dipeptidyl-peptidase (S15 family)	14	
pfam02130	Uncharacterized protein family UPF0054	21	
pfam02132	RecR protein	12	
pfam02133	Permease for cytosine/purines, uracil, thiamine, allantoin	1	
pfam02142	MGS-like domain	41	
pfam02146	Sir2 family	7	
pfam02151	UvrB/uvrC motif	38	
pfam02152	Dihydroneopterin aldolase	14	
pfam02153	Prephenate dehydrogenase	13	
pfam02154	Flagellar motor switch protein FliM	5	
pfam02156	Glycosyl hydrolase family 26	1	
pfam02163	Peptidase family M50	44	
pfam02167	Cytochrome C1 family	6	
pfam02169	LPP20 lipoprotein	1	
pfam02176	TRAF-type zinc finger	2	
pfam02178	AT hook motif	2	
pfam02182	SAD/SRA domain	1	
pfam02190	ATP-dependent protease La (LON) substrate-binding domain	26	
pfam02195	ParB-like nuclease domain	25	
pfam02201	SWIB/MDM2 domain	1	
pfam02209	Villin headpiece domain	1	
pfam02211	Nitrile hydratase beta subunit	14	
pfam02214	BTB/POZ domain	1	
pfam02219	Methylenetetrahydrofolate reductase	19	
pfam02222	ATP-grasp domain	16	
pfam02223	Thymidylate kinase	25	
pfam02224	Cytidylate kinase	18	
pfam02225	PA domain	2	
pfam02230	Phospholipase/Carboxylesterase	13	
pfam02233	NAD(P) transhydrogenase beta subunit	27	
pfam02237	Biotin protein ligase C terminal domain	5	
pfam02245	Methylpurine-DNA glycosylase (MPG)	16	
pfam02254	TrkA-N domain	36	
pfam02260	FATC domain	1	
pfam02261	Aspartate decarboxylase	2	
pfam02265	S1/P1 Nuclease	1	
pfam02272	DHHA1 domain	33	
pfam02274	Amidinotransferase	3	
pfam02277	Phosphoribosyltransferase	10	
pfam02283	Cobinamide kinase / cobinamide phosphate guanyltransferase	8	
pfam02300	Fumarate reductase subunit C	1	
pfam02310	B12 binding domain	23	
pfam02311	AraC-like ligand binding domain	2	
pfam02321	Outer membrane efflux protein	43	
pfam02322	Cytochrome bd terminal oxidase subunit II	2	
pfam02325	YGGT family	17	
pfam02326	Plant ATP synthase F0	1	
pfam02333	Phytase	1	
pfam02338	OTU-like cysteine protease	4	
pfam02342	TerD domain	4	
pfam02347	Glycine cleavage system P-protein	37	
pfam02348	Cytidylyltransferase	13	
pfam02350	UDP-N-acetylglucosamine 2-epimerase	3	
pfam02353	Mycolic acid cyclopropane synthetase	25	
pfam02355	Protein export membrane protein	37	
pfam02357	Transcription termination factor nusG	14	
pfam02358	Trehalose-phosphatase	7	
pfam02359	Cell division protein 48 (CDC48), N-terminal domain	6	
pfam02361	Cobalt transport protein	2	
pfam02366	Dolichyl-phosphate-mannose-protein mannosyltransferase	1	
pfam02367	Threonylcarbamoyl adenosine biosynthesis protein TsaE	14	
pfam02368	Bacterial Ig-like domain (group 2)	5	
pfam02371	Transposase IS116/IS110/IS902 family	34	
pfam02373	JmjC domain, hydroxylase	1	
pfam02374	Anion-transporting ATPase	6	
pfam02378	Phosphotransferase system, EIIC	1	
pfam02381	MraZ protein, putative antitoxin-like	11	
pfam02384	N-6 DNA Methylase	162	
pfam02386	Cation transport protein	31	
pfam02388	FemAB family	3	
pfam02390	Putative methyltransferase	13	
pfam02391	MoaE protein	14	
pfam02392	Ycf4	1	
pfam02397	Bacterial sugar transferase	10	
pfam02401	LytB protein	23	
pfam02403	Seryl-tRNA synthetase N-terminal domain	17	
pfam02405	Permease MlaE	11	
pfam02410	Ribosomal silencing factor during starvation	16	
pfam02412	Thrombospondin type 3 repeat	17	
pfam02415	Chlamydia polymorphic membrane protein (Chlamydia_PMP) repeat	4	
pfam02416	mttA/Hcf106 family	23	
pfam02417	Chromate transporter	8	
pfam02419	PsbL protein	1	
pfam02421	Ferrous iron transport protein B	2	
pfam02423	Ornithine cyclodeaminase/mu-crystallin family	14	
pfam02424	ApbE family	9	
pfam02427	Photosystem I reaction centre subunit IV / PsaE	1	
pfam02433	Cytochrome C oxidase, mono-heme subunit/FixO	6	
pfam02434	Fringe-like	1	
pfam02436	Conserved carboxylase domain	5	
pfam02441	Flavoprotein	27	
pfam02445	Quinolinate synthetase A protein	16	
pfam02446	4-alpha-glucanotransferase	2	
pfam02447	GntP family permease	1	
pfam02449	Beta-galactosidase	2	
pfam02452	PemK-like, MazF-like toxin of type II toxin-antitoxin system	9	
pfam02457	DisA bacterial checkpoint controller nucleotide-binding	6	
pfam02460	Patched family	1	
pfam02463	RecF/RecN/SMC N terminal domain	29	
pfam02464	Competence-damaged protein	13	
pfam02465	Flagellar hook-associated protein 2 N-terminus	2	
pfam02467	Transcription factor WhiB	2	
pfam02468	Photosystem II reaction centre N protein (psbN)	1	
pfam02469	Fasciclin domain	2	
pfam02470	MlaD protein	13	
pfam02472	Biopolymer transport protein ExbD/TolR	27	
pfam02475	Met-10+ like-protein	5	
pfam02481	DNA recombination-mediator protein A	33	
pfam02482	Sigma 54 modulation protein / S30EA ribosomal protein	6	
pfam02485	Core-2/I-Branching enzyme	3	
pfam02491	SHS2 domain inserted in FTSA	15	
pfam02492	CobW/HypB/UreG, nucleotide-binding domain	22	
pfam02493	MORN repeat	6	
pfam02494	HYR domain	1	
pfam02498	BRO family, N-terminal domain	3	
pfam02501	Type II secretion system (T2SS), protein I	2	
pfam02502	Ribose/Galactose Isomerase	11	
pfam02503	Polyphosphate kinase middle domain	11	
pfam02504	Fatty acid synthesis protein	16	
pfam02507	Photosystem I reaction centre subunit III	1	
pfam02508	Rnf-Nqr subunit, membrane protein	10	
pfam02511	Thymidylate synthase complementing protein	25	
pfam02514	CobN/Magnesium Chelatase	12	
pfam02515	CoA-transferase family III	134	
pfam02516	Oligosaccharyl transferase STT3 subunit	7	
pfam02517	CAAX protease self-immunity	18	
pfam02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	111	
pfam02525	Flavodoxin-like fold	2	
pfam02527	rRNA small subunit methyltransferase G	15	
pfam02529	Cytochrome B6-F complex subunit 5	1	
pfam02531	PsaD	1	
pfam02532	Photosystem II reaction centre I protein (PSII 4.8 kDa protein)	1	
pfam02534	Type IV secretory system Conjugative DNA transfer	6	
pfam02535	ZIP Zinc transporter	2	
pfam02537	CrcB-like protein, Camphor Resistance (CrcB)	6	
pfam02538	Hydantoinase B/oxoprolinase	65	
pfam02540	NAD synthase	31	
pfam02541	Ppx/GppA phosphatase family	19	
pfam02542	YgbB family	14	
pfam02543	Carbamoyltransferase N-terminus	1	
pfam02545	Maf-like protein	19	
pfam02547	Queuosine biosynthesis protein	13	
pfam02548	Ketopantoate hydroxymethyltransferase	11	
pfam02554	Carbon starvation protein CstA	2	
pfam02556	Preprotein translocase subunit SecB	5	
pfam02557	D-alanyl-D-alanine carboxypeptidase	3	
pfam02558	Ketopantoate reductase PanE/ApbA	7	
pfam02559	CarD-like/TRCF domain	22	
pfam02560	Cyanate lyase C-terminal domain	1	
pfam02561	Flagellar protein FliS	2	
pfam02562	PhoH-like protein	17	
pfam02563	Polysaccharide biosynthesis/export protein	2	
pfam02565	Recombination protein O C terminal	15	
pfam02566	OsmC-like protein	18	
pfam02567	Phenazine biosynthesis-like protein	6	
pfam02568	Thiamine biosynthesis protein (ThiI)	4	
pfam02569	Pantoate-beta-alanine ligase	14	
pfam02570	Precorrin-8X methylmutase	6	
pfam02571	Precorrin-6x reductase CbiJ/CobK	7	
pfam02572	ATP:corrinoid adenosyltransferase BtuR/CobO/CobP	13	
pfam02574	Homocysteine S-methyltransferase	25	
pfam02575	YbaB/EbfC DNA-binding family	12	
pfam02576	Putative ribosome maturation factor RimP	13	
pfam02577	Bifunctional nuclease	12	
pfam02578	Multi-copper polyphenol oxidoreductase laccase	11	
pfam02580	D-Tyr-tRNA(Tyr) deacylase	10	
pfam02581	Thiamine monophosphate synthase/TENI	24	
pfam02585	GlcNAc-PI de-N-acetylase	10	
pfam02586	SOS response associated peptidase (SRAP)	2	
pfam02589	LUD domain	6	
pfam02590	Predicted SPOUT methyltransferase	5	
pfam02591	C4-type zinc ribbon domain	3	
pfam02592	Putative vitamin uptake transporter	6	
pfam02595	Glycerate kinase family	9	
pfam02596	Uncharacterised ArCR, COG2043	1	
pfam02597	ThiS family	26	
pfam02598	Putative RNA methyltransferase	1	
pfam02599	Global regulator protein family	5	
pfam02600	Disulfide bond formation protein DsbB	9	
pfam02601	Exonuclease VII, large subunit	17	
pfam02602	Uroporphyrinogen-III synthase HemD	11	
pfam02603	HPr Serine kinase N terminus	1	
pfam02604	Antitoxin Phd_YefM, type II toxin-antitoxin system	21	
pfam02605	Photosystem I reaction centre subunit XI	1	
pfam02606	Tetraacyldisaccharide-1-P 4'-kinase	14	
pfam02607	B12 binding domain	13	
pfam02608	ABC transporter substrate-binding protein PnrA-like	17	
pfam02609	Exonuclease VII small subunit	18	
pfam02613	Nitrate reductase delta subunit	2	
pfam02614	Glucuronate isomerase	2	
pfam02615	Malate/L-lactate dehydrogenase	16	
pfam02616	Segregation and condensation protein ScpA	12	
pfam02617	ATP-dependent Clp protease adaptor protein ClpS	13	
pfam02618	YceG-like family	10	
pfam02620	Uncharacterized ACR, COG1399	2	
pfam02621	Menaquinone biosynthesis	18	
pfam02622	Uncharacterized ACR, COG1678	12	
pfam02623	FliW protein	2	
pfam02624	YcaO cyclodehydratase, ATP-ad Mg2+-binding	5	
pfam02625	XdhC and CoxI family	9	
pfam02626	Carboxyltransferase domain, subdomain A and B	4	
pfam02627	Carboxymuconolactone decarboxylase family	18	
pfam02628	Cytochrome oxidase assembly protein	22	
pfam02629	CoA binding domain	21	
pfam02630	SCO1/SenC	14	
pfam02631	RecX family	9	
pfam02632	BioY family	12	
pfam02633	Creatinine amidohydrolase	18	
pfam02634	FdhD/NarQ family	8	
pfam02635	DsrE/DsrF-like family	1	
pfam02636	Putative S-adenosyl-L-methionine-dependent methyltransferase	18	
pfam02637	GatB domain	21	
pfam02638	Glycosyl hydrolase-like 10	2	
pfam02643	Uncharacterized ACR, COG1430	13	
pfam02645	Uncharacterised protein, DegV family COG1307	5	
pfam02646	RmuC family	14	
pfam02649	Type I GTP cyclohydrolase folE2	7	
pfam02653	Branched-chain amino acid transport system / permease component	198	
pfam02654	Cobalamin-5-phosphate synthase	9	
pfam02655	ATP-grasp domain	1	
pfam02657	Fe-S metabolism associated domain	9	
pfam02660	Glycerol-3-phosphate acyltransferase	14	
pfam02661	Fic/DOC family	81	
pfam02664	S-Ribosylhomocysteinase (LuxS)	1	
pfam02666	Phosphatidylserine decarboxylase	6	
pfam02668	Taurine catabolism dioxygenase TauD, TfdA family	26	
pfam02670	1-deoxy-D-xylulose 5-phosphate reductoisomerase	10	
pfam02672	CP12 domain	1	
pfam02673	Bacitracin resistance protein BacA	19	
pfam02674	Colicin V production protein	12	
pfam02675	S-adenosylmethionine decarboxylase	2	
pfam02677	Uncharacterized BCR, COG1636	2	
pfam02678	Pirin	1	
pfam02681	Divergent PAP2 family	2	
pfam02682	Carboxyltransferase domain, subdomain C and D	3	
pfam02683	Cytochrome C biogenesis protein transmembrane region	19	
pfam02684	Lipid-A-disaccharide synthetase	13	
pfam02685	Glucokinase	6	
pfam02686	Glu-tRNAGln amidotransferase C subunit	13	
pfam02687	FtsX-like permease family	65	
pfam02689	Helicase	4	
pfam02690	Na+/Pi-cotransporter	1	
pfam02696	Uncharacterized ACR, YdiU/UPF0061 family	7	
pfam02698	DUF218 domain	8	
pfam02699	Preprotein translocase subunit	9	
pfam02700	Phosphoribosylformylglycinamidine (FGAM) synthase	15	
pfam02706	Chain length determinant protein	1	
pfam02719	Polysaccharide biosynthesis protein	8	
pfam02729	Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain	35	
pfam02732	ERCC4 domain	3	
pfam02733	Dak1 domain	6	
pfam02734	DAK2 domain	9	
pfam02735	Ku70/Ku80 beta-barrel domain	1	
pfam02737	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain	27	
pfam02738	Molybdopterin-binding domain of aldehyde dehydrogenase	80	
pfam02739	5'-3' exonuclease, N-terminal resolvase-like domain	16	
pfam02742	Iron dependent repressor, metal binding and dimerisation domain	9	
pfam02743	Cache domain	1	
pfam02744	Galactose-1-phosphate uridyl transferase, C-terminal domain	2	
pfam02746	Mandelate racemase / muconate lactonizing enzyme, N-terminal domain	36	
pfam02747	Proliferating cell nuclear antigen, C-terminal domain	2	
pfam02748	Aspartate carbamoyltransferase regulatory chain, metal binding domain	2	
pfam02749	Quinolinate phosphoribosyl transferase, N-terminal domain	16	
pfam02754	Cysteine-rich domain	25	
pfam02767	DNA polymerase III beta subunit, central domain	18	
pfam02768	DNA polymerase III beta subunit, C-terminal domain	22	
pfam02769	AIR synthase related protein, C-terminal domain	49	
pfam02770	Acyl-CoA dehydrogenase, middle domain	79	
pfam02771	Acyl-CoA dehydrogenase, N-terminal domain	80	
pfam02772	S-adenosylmethionine synthetase, central domain	21	
pfam02773	S-adenosylmethionine synthetase, C-terminal domain	23	
pfam02774	Semialdehyde dehydrogenase, dimerisation domain	32	
pfam02775	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	92	
pfam02776	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain	92	
pfam02777	Iron/manganese superoxide dismutases, C-terminal domain	17	
pfam02778	tRNA intron endonuclease, N-terminal domain	5	
pfam02779	Transketolase, pyrimidine binding domain	86	
pfam02780	Transketolase, C-terminal domain	49	
pfam02781	Glucose-6-phosphate dehydrogenase, C-terminal domain	20	
pfam02782	FGGY family of carbohydrate kinases, C-terminal domain	20	
pfam02784	Pyridoxal-dependent decarboxylase, pyridoxal binding domain	35	
pfam02785	Biotin carboxylase C-terminal domain	43	
pfam02786	Carbamoyl-phosphate synthase L chain, ATP binding domain	77	
pfam02787	Carbamoyl-phosphate synthetase large chain, oligomerisation domain	20	
pfam02788	Ribulose bisphosphate carboxylase large chain, N-terminal domain	1	
pfam02789	Cytosol aminopeptidase family, N-terminal domain	12	
pfam02790	Cytochrome C oxidase subunit II, transmembrane domain	15	
pfam02794	RTX toxin acyltransferase family	4	
pfam02796	Helix-turn-helix domain of resolvase	3	
pfam02798	Glutathione S-transferase, N-terminal domain	23	
pfam02800	Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain	24	
pfam02801	Beta-ketoacyl synthase, C-terminal domain	27	
pfam02803	Thiolase, C-terminal domain	34	
pfam02806	Alpha amylase, C-terminal all-beta domain	2	
pfam02810	SEC-C motif	7	
pfam02811	PHP domain	26	
pfam02812	Glu/Leu/Phe/Val dehydrogenase, dimerisation domain	18	
pfam02814	UreE urease accessory protein, N-terminal domain	3	
pfam02817	e3 binding domain	28	
pfam02823	ATP synthase, Delta/Epsilon chain, beta-sandwich domain	12	
pfam02824	TGS domain	26	
pfam02826	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	68	
pfam02833	DHHA2 domain	2	
pfam02834	LigT like Phosphoesterase	12	
pfam02836	Glycosyl hydrolases family 2, TIM barrel domain	3	
pfam02837	Glycosyl hydrolases family 2, sugar binding domain	1	
pfam02839	Carbohydrate binding domain	2	
pfam02843	Phosphoribosylglycinamide synthetase, C domain	15	
pfam02844	Phosphoribosylglycinamide synthetase, N domain	18	
pfam02852	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain	45	
pfam02861	Clp amino terminal domain, pathogenicity island component	36	
pfam02863	Arginine repressor, C-terminal domain	1	
pfam02866	lactate/malate dehydrogenase, alpha/beta C-terminal domain	30	
pfam02867	Ribonucleotide reductase, barrel domain	46	
pfam02870	6-O-methylguanine DNA methyltransferase, ribonuclease-like domain	1	
pfam02872	5'-nucleotidase, C-terminal domain	5	
pfam02873	UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal domain	13	
pfam02874	ATP synthase alpha/beta family, beta-barrel domain	39	
pfam02875	Mur ligase family, glutamate ligase domain	49	
pfam02877	Poly(ADP-ribose) polymerase, regulatory domain	1	
pfam02878	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I	38	
pfam02879	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II	28	
pfam02880	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III	36	
pfam02881	SRP54-type protein, helical bundle domain	20	
pfam02882	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain	22	
pfam02885	Glycosyl transferase family, helical bundle domain	15	
pfam02887	Pyruvate kinase, alpha/beta domain	11	
pfam02894	Oxidoreductase family, C-terminal alpha/beta domain	30	
pfam02896	PEP-utilising enzyme, TIM barrel domain	35	
pfam02897	Prolyl oligopeptidase, N-terminal beta-propeller domain	11	
pfam02899	Phage integrase, N-terminal SAM-like domain	26	
pfam02900	Catalytic LigB subunit of aromatic ring-opening dioxygenase	1	
pfam02910	Fumarate reductase flavoprotein C-term	30	
pfam02911	Formyl transferase, C-terminal domain	19	
pfam02912	Aminoacyl tRNA synthetase class II, N-terminal domain	10	
pfam02913	FAD linked oxidases, C-terminal domain	44	
pfam02914	Bacteriophage Mu transposase	1	
pfam02915	Rubrerythrin	6	
pfam02919	Eukaryotic DNA topoisomerase I, DNA binding fragment	2	
pfam02922	Carbohydrate-binding module 48 (Isoamylase N-terminal domain)	4	
pfam02926	THUMP domain	5	
pfam02929	Beta galactosidase small chain	2	
pfam02933	Cell division protein 48 (CDC48), domain 2	6	
pfam02934	GatB/GatE catalytic domain	36	
pfam02938	GAD domain	6	
pfam02941	Ferredoxin thioredoxin reductase variable alpha chain	1	
pfam02943	Ferredoxin thioredoxin reductase catalytic beta chain	1	
pfam02945	Recombination endonuclease VII	3	
pfam02951	Prokaryotic glutathione synthetase, N-terminal domain	14	
pfam02952	L-fucose isomerase, C-terminal domain	1	
pfam02954	Bacterial regulatory protein, Fis family	28	
pfam02955	Prokaryotic glutathione synthetase, ATP-grasp domain	11	
pfam02961	Barrier to autointegration factor	1	
pfam02962	5-carboxymethyl-2-hydroxymuconate isomerase	1	
pfam02963	Restriction endonuclease EcoRI	5	
pfam02965	Vitamin B12 dependent methionine synthase, activation domain	11	
pfam02971	Formiminotransferase domain	1	
pfam02978	Signal peptide binding domain	13	
pfam02979	Nitrile hydratase, alpha chain	9	
pfam02992	Transposase family tnp2	2	
pfam02994	L1 transposable element	1	
pfam02996	Prefoldin subunit	3	
pfam03007	Wax ester synthase-like Acyl-CoA acyltransferase domain	4	
pfam03009	Glycerophosphoryl diester phosphodiesterase family	7	
pfam03013	Pyrimidine dimer DNA glycosylase	1	
pfam03016	Exostosin family	1	
pfam03023	MviN-like protein	23	
pfam03029	Conserved hypothetical ATP binding protein	1	
pfam03030	Inorganic H+ pyrophosphatase	37	
pfam03033	Glycosyltransferase family 28 N-terminal domain	12	
pfam03036	Perilipin family	1	
pfam03040	CemA family	1	
pfam03050	Transposase IS66 family	62	
pfam03054	tRNA methyl transferase	27	
pfam03055	Retinal pigment epithelial membrane protein	1	
pfam03060	Nitronate monooxygenase	5	
pfam03061	Thioesterase superfamily	30	
pfam03065	Glycosyl hydrolase family 57	4	
pfam03069	Acetamidase/Formamidase family	4	
pfam03070	TENA/THI-4/PQQC family	6	
pfam03090	Replicase family	1	
pfam03091	CutA1 divalent ion tolerance protein	7	
pfam03099	Biotin/lipoate A/B protein ligase family	26	
pfam03100	CcmE	14	
pfam03102	NeuB family	5	
pfam03104	DNA polymerase family B, exonuclease domain	4	
pfam03109	ABC1 family	14	
pfam03116	NQR2, RnfD, RnfE family	7	
pfam03118	Bacterial RNA polymerase, alpha chain C terminal domain	18	
pfam03119	NAD-dependent DNA ligase C4 zinc finger domain	10	
pfam03120	NAD-dependent DNA ligase OB-fold domain	15	
pfam03129	Anticodon binding domain	60	
pfam03130	PBS lyase HEAT-like repeat	4	
pfam03135	CagE, TrbE, VirB family, component of type IV transporter system	2	
pfam03142	Chitin synthase	1	
pfam03143	Elongation factor Tu C-terminal domain	28	
pfam03144	Elongation factor Tu domain 2	57	
pfam03147	Ferredoxin-fold anticodon binding domain	13	
pfam03150	Di-haem cytochrome c peroxidase	7	
pfam03160	Calx-beta domain	465	
pfam03162	Tyrosine phosphatase family	1	
pfam03167	Uracil DNA glycosylase superfamily	32	
pfam03171	2OG-Fe(II) oxygenase superfamily	1	
pfam03175	DNA polymerase type B, organellar and viral	2	
pfam03176	MMPL family	16	
pfam03184	DDE superfamily endonuclease	11	
pfam03186	CobD/Cbib protein	15	
pfam03190	Protein of unknown function, DUF255	18	
pfam03193	Protein of unknown function, DUF258	5	
pfam03203	MerC mercury resistance protein	3	
pfam03205	Molybdopterin guanine dinucleotide synthesis protein B	4	
pfam03209	PUCC protein	3	
pfam03221	Tc5 transposase DNA-binding domain	3	
pfam03222	Tryptophan/tyrosine permease family	1	
pfam03232	Ubiquinone biosynthesis protein COQ7	6	
pfam03235	Protein of unknown function DUF262	63	
pfam03237	Terminase-like family	8	
pfam03239	Iron permease FTR1 family	1	
pfam03241	4-hydroxyphenylacetate 3-hydroxylase C terminal	8	
pfam03255	Acetyl co-enzyme A carboxylase carboxyltransferase alpha subunit	11	
pfam03259	Roadblock/LC7 domain	1	
pfam03264	NapC/NirT cytochrome c family, N-terminal region	2	
pfam03265	Deoxyribonuclease II	1	
pfam03275	UDP-galactopyranose mutase	1	
pfam03279	Bacterial lipid A biosynthesis acyltransferase	12	
pfam03284	Phenazine biosynthesis protein A/B	1	
pfam03297	S25 ribosomal protein	1	
pfam03308	ArgK protein	12	
pfam03309	Type III pantothenate kinase	21	
pfam03313	Serine dehydratase alpha chain	4	
pfam03315	Serine dehydratase beta chain	5	
pfam03319	Ethanolamine utilisation protein EutN/carboxysome	5	
pfam03320	Bacterial fructose-1,6-bisphosphatase, glpX-encoded	12	
pfam03321	GH3 auxin-responsive promoter	2	
pfam03328	HpcH/HpaI aldolase/citrate lyase family	38	
pfam03330	Lytic transglycolase	5	
pfam03331	UDP-3-O-acyl N-acetylglycosamine deacetylase	11	
pfam03334	Na+/H+ antiporter subunit	2	
pfam03351	DOMON domain	1	
pfam03352	Methyladenine glycosylase	13	
pfam03354	Phage Terminase	1	
pfam03357	Snf7	1	
pfam03358	NADPH-dependent FMN reductase	11	
pfam03364	Polyketide cyclase / dehydrase and lipid transport	11	
pfam03367	ZPR1 zinc-finger domain	2	
pfam03372	Endonuclease/Exonuclease/phosphatase family	38	
pfam03379	CcmB protein	13	
pfam03382	Mycoplasma protein of unknown function, DUF285	52	
pfam03389	MobA/MobL family	6	
pfam03401	Tripartite tricarboxylate transporter family receptor	9	
pfam03403	Platelet-activating factor acetylhydrolase, isoform II	2	
pfam03404	Mo-co oxidoreductase dimerisation domain	8	
pfam03405	Fatty acid desaturase	1	
pfam03411	Penicillin-insensitive murein endopeptidase	1	
pfam03412	Peptidase C39 family	8	
pfam03413	Peptidase propeptide and YPEB domain	1	
pfam03417	Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase	1	
pfam03428	Replication protein C N-terminal domain	1	
pfam03435	Saccharopine dehydrogenase NADP binding domain	2	
pfam03437	BtpA family	2	
pfam03439	Early transcription elongation factor of RNA pol II, NGN section	2	
pfam03441	FAD binding domain of DNA photolyase	11	
pfam03444	Winged helix-turn-helix transcription repressor, HrcA DNA-binding	1	
pfam03445	Putative nucleotidyltransferase DUF294	3	
pfam03446	NAD binding domain of 6-phosphogluconate dehydrogenase	44	
pfam03447	Homoserine dehydrogenase, NAD binding domain	20	
pfam03448	MgtE intracellular N domain	20	
pfam03449	Transcription elongation factor, N-terminal	15	
pfam03450	CO dehydrogenase flavoprotein C-terminal domain	14	
pfam03453	MoeA N-terminal region (domain I and II)	14	
pfam03454	MoeA C-terminal region (domain IV)	12	
pfam03458	UPF0126 domain	1	
pfam03459	TOBE domain	9	
pfam03460	Nitrite/Sulfite reductase ferredoxin-like half domain	15	
pfam03461	TRCF domain	14	
pfam03462	PCRF domain	46	
pfam03463	eRF1 domain 1	5	
pfam03464	eRF1 domain 2	4	
pfam03465	eRF1 domain 3	5	
pfam03466	LysR substrate binding domain	41	
pfam03471	Transporter associated domain	26	
pfam03472	Autoinducer binding domain	1	
pfam03473	MOSC domain	6	
pfam03475	3-alpha domain	1	
pfam03476	MOSC N-terminal beta barrel domain	4	
pfam03477	ATP cone domain	24	
pfam03480	Bacterial extracellular solute-binding protein, family 7	72	
pfam03481	Putative GTP-binding controlling metal-binding	6	
