Pfam ID	Pfam Name	Gene Count (assembled)	
pfam01197	Ribosomal protein L31	4	
pfam01202	Shikimate kinase	4	
pfam01203	Type II secretion system (T2SS), protein N	1	
pfam01205	Uncharacterized protein family UPF0029	4	
pfam01206	Sulfurtransferase TusA	2	
pfam01207	Dihydrouridine synthase (Dus)	15	
pfam01208	Uroporphyrinogen decarboxylase (URO-D)	13	
pfam01209	ubiE/COQ5 methyltransferase family	8	
pfam01210	NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus	11	
pfam01212	Beta-eliminating lyase	12	
pfam01218	Coproporphyrinogen III oxidase	10	
pfam01219	Prokaryotic diacylglycerol kinase	4	
pfam01220	Dehydroquinase class II	8	
pfam01223	DNA/RNA non-specific endonuclease	1	
pfam01225	Mur ligase family, catalytic domain	20	
pfam01226	Formate/nitrite transporter	3	
pfam01227	GTP cyclohydrolase I	8	
pfam01228	Glycine radical	1	
pfam01230	HIT domain	4	
pfam01232	Mannitol dehydrogenase Rossmann domain	3	
pfam01235	Sodium:alanine symporter family	8	
pfam01238	Phosphomannose isomerase type I	2	
pfam01242	6-pyruvoyl tetrahydropterin synthase	5	
pfam01243	Pyridoxamine 5'-phosphate oxidase	16	
pfam01244	Membrane dipeptidase (Peptidase family M19)	17	
pfam01245	Ribosomal protein L19	5	
pfam01250	Ribosomal protein S6	6	
pfam01252	Signal peptidase (SPase) II	19	
pfam01253	Translation initiation factor SUI1	1	
pfam01255	Putative undecaprenyl diphosphate synthase	9	
pfam01256	Carbohydrate kinase	10	
pfam01257	Thioredoxin-like [2Fe-2S] ferredoxin	4	
pfam01258	Prokaryotic dksA/traR C4-type zinc finger	6	
pfam01259	SAICAR synthetase	12	
pfam01261	Xylose isomerase-like TIM barrel	17	
pfam01262	Alanine dehydrogenase/PNT, C-terminal domain	11	
pfam01263	Aldose 1-epimerase	8	
pfam01264	Chorismate synthase	8	
pfam01266	FAD dependent oxidoreductase	85	
pfam01268	Formate--tetrahydrofolate ligase	6	
pfam01272	Transcription elongation factor, GreA/GreB, C-term	9	
pfam01274	Malate synthase	12	
pfam01276	Orn/Lys/Arg decarboxylase, major domain	3	
pfam01281	Ribosomal protein L9, N-terminal domain	3	
pfam01288	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK)	6	
pfam01292	Prokaryotic cytochrome b561	2	
pfam01293	Phosphoenolpyruvate carboxykinase	9	
pfam01297	Zinc-uptake complex component A periplasmic	5	
pfam01300	Telomere recombination	14	
pfam01301	Glycosyl hydrolases family 35	2	
pfam01311	Bacterial export proteins, family 1	5	
pfam01312	FlhB HrpN YscU SpaS Family	9	
pfam01313	Bacterial export proteins, family 3	5	
pfam01314	Aldehyde ferredoxin oxidoreductase, domains 2 & 3	5	
pfam01315	Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain	10	
pfam01321	Creatinase/Prolidase N-terminal domain	9	
pfam01322	Cytochrome C'	3	
pfam01323	DSBA-like thioredoxin domain	21	
pfam01325	Iron dependent repressor, N-terminal DNA binding domain	4	
pfam01326	Pyruvate phosphate dikinase, PEP/pyruvate binding domain	6	
pfam01327	Polypeptide deformylase	8	
pfam01329	Pterin 4 alpha carbinolamine dehydratase	3	
pfam01330	RuvA N terminal domain	2	
pfam01336	OB-fold nucleic acid binding domain	19	
pfam01339	CheB methylesterase	4	
pfam01343	Peptidase family S49	11	
pfam01344	Kelch motif	3	
pfam01345	Domain of unknown function DUF11	9	
pfam01346	Domain amino terminal to FKBP-type peptidyl-prolyl isomerase	6	
pfam01351	Ribonuclease HII	8	
pfam01364	Peptidase family C25	4	
pfam01365	RIH domain	1	
pfam01367	5'-3' exonuclease, C-terminal SAM fold	4	
pfam01368	DHH family	10	
pfam01370	NAD dependent epimerase/dehydratase family	69	
pfam01379	Porphobilinogen deaminase, dipyromethane cofactor binding domain	6	
pfam01380	SIS domain	24	
pfam01381	Helix-turn-helix	31	
pfam01382	Avidin family	1	
pfam01384	Phosphate transporter family	7	
pfam01386	Ribosomal L25p family	5	
pfam01391	Collagen triple helix repeat (20 copies)	3	
pfam01396	Topoisomerase DNA binding C4 zinc finger	3	
pfam01400	Astacin (Peptidase family M12A)	1	
pfam01401	Angiotensin-converting enzyme	7	
pfam01402	Ribbon-helix-helix protein, copG family	3	
pfam01406	tRNA synthetases class I (C) catalytic domain	11	
pfam01408	Oxidoreductase family, NAD-binding Rossmann fold	20	
pfam01409	tRNA synthetases class II core domain (F)	10	
pfam01411	tRNA synthetases class II (A)	16	
pfam01416	tRNA pseudouridine synthase	9	
pfam01418	Helix-turn-helix domain, rpiR family	3	
pfam01420	Type I restriction modification DNA specificity domain	13	
pfam01423	LSM domain	1	
pfam01424	R3H domain	1	
pfam01425	Amidase	53	
pfam01427	D-ala-D-ala dipeptidase	1	
pfam01430	Hsp33 protein	9	
pfam01431	Peptidase family M13	5	
pfam01432	Peptidase family M3	16	
pfam01433	Peptidase family M1	12	
pfam01434	Peptidase family M41	8	
pfam01435	Peptidase family M48	32	
pfam01436	NHL repeat	2	
pfam01450	Acetohydroxy acid isomeroreductase, catalytic domain	5	
pfam01451	Low molecular weight phosphotyrosine protein phosphatase	14	
pfam01458	Uncharacterized protein family (UPF0051)	18	
pfam01464	Transglycosylase SLT domain	20	
pfam01467	Cytidylyltransferase-like	17	
pfam01471	Putative peptidoglycan binding domain	24	
pfam01472	PUA domain	5	
pfam01474	Class-II DAHP synthetase family	12	
pfam01475	Ferric uptake regulator family	10	
pfam01476	LysM domain	16	
pfam01478	Type IV leader peptidase family	4	
pfam01479	S4 domain	15	
pfam01483	Proprotein convertase P-domain	1	
pfam01487	Type I 3-dehydroquinase	2	
pfam01488	Shikimate / quinate 5-dehydrogenase	3	
pfam01493	GXGXG motif	8	
pfam01494	FAD binding domain	33	
pfam01497	Periplasmic binding protein	6	
pfam01501	Glycosyl transferase family 8	3	
pfam01502	Phosphoribosyl-AMP cyclohydrolase	6	
pfam01503	Phosphoribosyl-ATP pyrophosphohydrolase	7	
pfam01507	Phosphoadenosine phosphosulfate reductase family	11	
pfam01509	TruB family pseudouridylate synthase (N terminal domain)	5	
pfam01510	N-acetylmuramoyl-L-alanine amidase	7	
pfam01512	Respiratory-chain NADH dehydrogenase 51 Kd subunit	10	
pfam01513	ATP-NAD kinase	9	
pfam01514	Secretory protein of YscJ/FliF family	3	
pfam01515	Phosphate acetyl/butaryl transferase	23	
pfam01520	N-acetylmuramoyl-L-alanine amidase	11	
pfam01521	Iron-sulphur cluster biosynthesis	14	
pfam01522	Polysaccharide deacetylase	9	
pfam01523	Putative modulator of DNA gyrase	16	
pfam01526	Tn3 transposase DDE domain	4	
pfam01527	Transposase	23	
pfam01532	Glycosyl hydrolase family 47	1	
pfam01541	GIY-YIG catalytic domain	16	
pfam01544	CorA-like Mg2+ transporter protein	13	
pfam01545	Cation efflux family	31	
pfam01546	Peptidase family M20/M25/M40	50	
pfam01547	Bacterial extracellular solute-binding protein	3	
pfam01548	Transposase	15	
pfam01551	Peptidase family M23	40	
pfam01553	Acyltransferase	29	
pfam01554	MatE	24	
pfam01555	DNA methylase	12	
pfam01556	DnaJ C terminal domain	13	
pfam01557	Fumarylacetoacetate (FAA) hydrolase family	22	
pfam01558	Pyruvate ferredoxin/flavodoxin oxidoreductase	15	
pfam01564	Spermine/spermidine synthase	5	
pfam01565	FAD binding domain	34	
pfam01566	Natural resistance-associated macrophage protein	5	
pfam01568	Molydopterin dinucleotide binding domain	15	
pfam01569	PAP2 superfamily	5	
pfam01571	Aminomethyltransferase folate-binding domain	27	
pfam01575	MaoC like domain	20	
pfam01578	Cytochrome C assembly protein	10	
pfam01580	FtsK/SpoIIIE family	7	
pfam01583	Adenylylsulphate kinase	4	
pfam01584	CheW-like domain	9	
pfam01588	Putative tRNA binding domain	9	
pfam01590	GAF domain	8	
pfam01592	NifU-like N terminal domain	4	
pfam01593	Flavin containing amine oxidoreductase	12	
pfam01594	AI-2E family transporter	16	
pfam01595	Domain of unknown function DUF21	8	
pfam01596	O-methyltransferase	3	
pfam01597	Glycine cleavage H-protein	8	
pfam01602	Adaptin N terminal region	1	
pfam01609	Transposase DDE domain	11	
pfam01610	Transposase	6	
pfam01612	3'-5' exonuclease	15	
pfam01613	Flavin reductase like domain	9	
pfam01614	Bacterial transcriptional regulator	15	
pfam01618	MotA/TolQ/ExbB proton channel family	18	
pfam01619	Proline dehydrogenase	6	
pfam01624	MutS domain I	7	
pfam01625	Peptide methionine sulfoxide reductase	15	
pfam01627	Hpt domain	21	
pfam01628	HrcA protein C terminal domain	3	
pfam01632	Ribosomal protein L35	3	
pfam01633	Choline/ethanolamine kinase	1	
pfam01634	ATP phosphoribosyltransferase	7	
pfam01636	Phosphotransferase enzyme family	29	
pfam01637	ATPase domain predominantly from Archaea	1	
pfam01638	HxlR-like helix-turn-helix	12	
pfam01641	SelR domain	9	
pfam01642	Methylmalonyl-CoA mutase	16	
pfam01643	Acyl-ACP thioesterase	5	
pfam01645	Conserved region in glutamate synthase	23	
pfam01648	4'-phosphopantetheinyl transferase superfamily	8	
pfam01649	Ribosomal protein S20	3	
pfam01650	Peptidase C13 family	2	
pfam01653	NAD-dependent DNA ligase adenylation domain	4	
pfam01654	Cytochrome bd terminal oxidase subunit I	14	
pfam01656	CobQ/CobB/MinD/ParA nucleotide binding domain	33	
pfam01661	Macro domain	2	
pfam01663	Type I phosphodiesterase / nucleotide pyrophosphatase	11	
pfam01668	SmpB protein	3	
pfam01676	Metalloenzyme superfamily	10	
pfam01678	Diaminopimelate epimerase	9	
pfam01679	Proteolipid membrane potential modulator	3	
pfam01680	SOR/SNZ family	1	
pfam01687	Riboflavin kinase	7	
pfam01693	Caulimovirus viroplasmin	3	
pfam01694	Rhomboid family	15	
pfam01695	IstB-like ATP binding protein	4	
pfam01699	Sodium/calcium exchanger protein	15	
pfam01702	Queuine tRNA-ribosyltransferase	8	
pfam01704	UTP--glucose-1-phosphate uridylyltransferase	1	
pfam01706	FliG C-terminal domain	4	
pfam01709	Transcriptional regulator	11	
pfam01712	Deoxynucleoside kinase	5	
pfam01713	Smr domain	6	
pfam01715	IPP transferase	11	
pfam01722	BolA-like protein	6	
pfam01725	Ham1 family	6	
pfam01726	LexA DNA binding domain	4	
pfam01728	FtsJ-like methyltransferase	5	
pfam01729	Quinolinate phosphoribosyl transferase, C-terminal domain	5	
pfam01730	UreF	1	
pfam01731	Arylesterase	2	
pfam01734	Patatin-like phospholipase	19	
pfam01738	Dienelactone hydrolase family	10	
pfam01739	CheR methyltransferase, SAM binding domain	5	
pfam01740	STAS domain	20	
pfam01741	Large-conductance mechanosensitive channel, MscL	7	
pfam01743	Poly A polymerase head domain	4	
pfam01745	Isopentenyl transferase	1	
pfam01746	tRNA (Guanine-1)-methyltransferase	4	
pfam01747	ATP-sulfurylase	2	
pfam01751	Toprim domain	19	
pfam01755	Glycosyltransferase family 25 (LPS biosynthesis protein)	2	
pfam01757	Acyltransferase family	12	
pfam01758	Sodium Bile acid symporter family	11	
pfam01761	3-dehydroquinate synthase	7	
pfam01764	Lipase (class 3)	2	
pfam01765	Ribosome recycling factor	9	
pfam01769	Divalent cation transporter	5	
pfam01773	Na+ dependent nucleoside transporter N-terminus	5	
pfam01774	UreD urease accessory protein	2	
pfam01782	RimM N-terminal domain	7	
pfam01784	NIF3 (NGG1p interacting factor 3)	4	
pfam01790	Prolipoprotein diacylglyceryl transferase	11	
pfam01791	DeoC/LacD family aldolase	5	
pfam01794	Ferric reductase like transmembrane component	7	
pfam01795	MraW methylase family	9	
pfam01796	DUF35 OB-fold domain, acyl-CoA-associated	5	
pfam01797	Transposase IS200 like	7	
pfam01799	[2Fe-2S] binding domain	12	
pfam01804	Penicillin amidase	24	
pfam01807	CHC2 zinc finger	1	
pfam01808	AICARFT/IMPCHase bienzyme	4	
pfam01809	Haemolytic domain	2	
pfam01810	LysE type translocator	23	
pfam01812	5-formyltetrahydrofolate cyclo-ligase family	6	
pfam01814	Hemerythrin HHE cation binding domain	5	
pfam01817	Chorismate mutase type II	5	
pfam01820	D-ala D-ala ligase N-terminus	8	
pfam01832	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase	4	
pfam01835	MG2 domain	5	
pfam01839	FG-GAP repeat	4	
pfam01841	Transglutaminase-like superfamily	17	
pfam01842	ACT domain	29	
pfam01844	HNH endonuclease	11	
pfam01845	CcdB protein	1	
pfam01850	PIN domain	4	
pfam01852	START domain	1	
pfam01855	Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg	10	
pfam01862	Pyruvoyl-dependent arginine decarboxylase (PvlArgDC)	1	
pfam01863	Protein of unknown function DUF45	14	
pfam01865	Protein of unknown function DUF47	2	
pfam01869	BadF/BadG/BcrA/BcrD ATPase family	1	
pfam01871	AMMECR1	1	
pfam01872	RibD C-terminal domain	14	
pfam01875	Memo-like protein	3	
pfam01878	EVE domain	7	
pfam01882	Protein of unknown function DUF58	12	
pfam01883	Domain of unknown function DUF59	9	
pfam01884	PcrB family	2	
pfam01887	S-adenosyl-l-methionine hydroxide adenosyltransferase	1	
pfam01888	CbiD	2	
pfam01890	Cobalamin synthesis G C-terminus	2	
pfam01891	Cobalt uptake substrate-specific transmembrane region	1	
pfam01894	Uncharacterised protein family UPF0047	4	
pfam01895	PhoU domain	11	
pfam01899	Na+/H+ ion antiporter subunit	1	
pfam01902	Diphthamide synthase	1	
pfam01903	CbiX	2	
pfam01904	Protein of unknown function DUF72	3	
pfam01906	Putative heavy-metal-binding	2	
pfam01909	Nucleotidyltransferase domain	3	
pfam01913	Formylmethanofuran-tetrahydromethanopterin formyltransferase	1	
pfam01914	MarC family integral membrane protein	9	
pfam01915	Glycosyl hydrolase family 3 C-terminal domain	4	
pfam01916	Deoxyhypusine synthase	3	
pfam01921	tRNA synthetases class I (K)	4	
pfam01923	Cobalamin adenosyltransferase	5	
pfam01924	Hydrogenase formation hypA family	2	
pfam01925	Sulfite exporter TauE/SafE	25	
pfam01926	50S ribosome-binding GTPase	32	
pfam01927	Mut7-C RNAse domain	1	
pfam01935	Domain of unknown function DUF87	2	
pfam01936	NYN domain	5	
pfam01938	TRAM domain	9	
pfam01943	Polysaccharide biosynthesis protein	13	
pfam01944	Stage II sporulation protein M	1	
pfam01946	Thi4 family	1	
pfam01955	Adenosylcobinamide amidohydrolase	2	
pfam01957	NfeD-like C-terminal, partner-binding	5	
pfam01960	ArgJ family	7	
pfam01963	TraB family	5	
pfam01964	Radical SAM ThiC family	4	
pfam01965	DJ-1/PfpI family	4	
pfam01966	HD domain	26	
pfam01967	MoaC family	8	
pfam01968	Hydantoinase/oxoprolinase	12	
pfam01970	Tripartite tricarboxylate transporter TctA family	14	
pfam01972	Serine dehydrogenase proteinase	1	
pfam01973	Protein of unknown function DUF115	2	
pfam01975	Survival protein SurE	6	
pfam01977	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	9	
pfam01979	Amidohydrolase family	37	
pfam01986	Domain of unknown function DUF123	1	
pfam01987	Mitochondrial biogenesis AIM24	4	
pfam01988	VIT family	3	
pfam01989	Protein of unknown function DUF126	1	
pfam02012	BNR/Asp-box repeat	5	
pfam02016	LD-carboxypeptidase	3	
pfam02021	Uncharacterised protein family UPF0102	6	
pfam02028	BCCT, betaine/carnitine/choline family transporter	8	
pfam02033	Ribosome-binding factor A	6	
pfam02036	SCP-2 sterol transfer family	4	
pfam02040	Arsenical pump membrane protein	1	
pfam02049	Flagellar hook-basal body complex protein FliE	6	
pfam02061	Lambda Phage CIII	1	
pfam02073	Thermophilic metalloprotease (M29)	2	
pfam02074	Carboxypeptidase Taq (M32) metallopeptidase	9	
pfam02075	Crossover junction endodeoxyribonuclease RuvC	8	
pfam02080	TrkA-C domain	12	
pfam02082	Transcriptional regulator	7	
pfam02086	D12 class N6 adenine-specific DNA methyltransferase	5	
pfam02091	Glycyl-tRNA synthetase alpha subunit	5	
pfam02092	Glycyl-tRNA synthetase beta subunit	9	
pfam02096	60Kd inner membrane protein	7	
pfam02104	SURF1 family	8	
pfam02107	Flagellar L-ring protein	3	
pfam02108	Flagellar assembly protein FliH	3	
pfam02113	D-Ala-D-Ala carboxypeptidase 3 (S13) family	6	
pfam02119	Flagellar P-ring protein	6	
pfam02120	Flagellar hook-length control protein FliK	3	
pfam02127	Aminopeptidase I zinc metalloprotease (M18)	2	
pfam02128	Fungalysin metallopeptidase (M36)	2	
pfam02129	X-Pro dipeptidyl-peptidase (S15 family)	9	
pfam02130	Uncharacterized protein family UPF0054	5	
pfam02132	RecR protein	9	
pfam02133	Permease for cytosine/purines, uracil, thiamine, allantoin	4	
pfam02142	MGS-like domain	7	
pfam02146	Sir2 family	1	
pfam02151	UvrB/uvrC motif	13	
pfam02152	Dihydroneopterin aldolase	4	
pfam02153	Prephenate dehydrogenase	5	
pfam02154	Flagellar motor switch protein FliM	3	
pfam02163	Peptidase family M50	15	
pfam02167	Cytochrome C1 family	4	
pfam02170	PAZ domain	1	
pfam02171	Piwi domain	1	
pfam02176	TRAF-type zinc finger	1	
pfam02190	ATP-dependent protease La (LON) substrate-binding domain	7	
pfam02195	ParB-like nuclease domain	19	
pfam02211	Nitrile hydratase beta subunit	3	
pfam02219	Methylenetetrahydrofolate reductase	10	
pfam02222	ATP-grasp domain	6	
pfam02223	Thymidylate kinase	6	
pfam02224	Cytidylate kinase	7	
pfam02225	PA domain	7	
pfam02230	Phospholipase/Carboxylesterase	7	
pfam02233	NAD(P) transhydrogenase beta subunit	7	
pfam02237	Biotin protein ligase C terminal domain	2	
pfam02239	Cytochrome D1 heme domain	2	
pfam02245	Methylpurine-DNA glycosylase (MPG)	1	
pfam02253	Phospholipase A1	1	
pfam02254	TrkA-N domain	19	
pfam02256	Iron hydrogenase small subunit	2	
pfam02261	Aspartate decarboxylase	2	
pfam02264	LamB porin	1	
pfam02265	S1/P1 Nuclease	3	
pfam02272	DHHA1 domain	9	
pfam02274	Amidinotransferase	12	
pfam02277	Phosphoribosyltransferase	3	
pfam02283	Cobinamide kinase / cobinamide phosphate guanyltransferase	3	
pfam02289	Cyclohydrolase (MCH)	1	
pfam02308	MgtC family	4	
pfam02310	B12 binding domain	15	
pfam02311	AraC-like ligand binding domain	4	
pfam02317	NAD/NADP octopine/nopaline dehydrogenase, alpha-helical domain	2	
pfam02321	Outer membrane efflux protein	49	
pfam02322	Cytochrome bd terminal oxidase subunit II	11	
pfam02325	YGGT family	5	
pfam02332	Methane/Phenol/Toluene Hydroxylase	1	
pfam02333	Phytase	2	
pfam02342	TerD domain	1	
pfam02347	Glycine cleavage system P-protein	9	
pfam02348	Cytidylyltransferase	11	
pfam02350	UDP-N-acetylglucosamine 2-epimerase	19	
pfam02353	Mycolic acid cyclopropane synthetase	10	
pfam02355	Protein export membrane protein	14	
pfam02357	Transcription termination factor nusG	4	
pfam02358	Trehalose-phosphatase	5	
pfam02361	Cobalt transport protein	2	
pfam02366	Dolichyl-phosphate-mannose-protein mannosyltransferase	1	
pfam02367	Threonylcarbamoyl adenosine biosynthesis protein TsaE	10	
pfam02368	Bacterial Ig-like domain (group 2)	1	
pfam02371	Transposase IS116/IS110/IS902 family	9	
pfam02374	Anion-transporting ATPase	1	
pfam02381	MraZ protein, putative antitoxin-like	3	
pfam02384	N-6 DNA Methylase	17	
pfam02386	Cation transport protein	13	
pfam02390	Putative methyltransferase	6	
pfam02391	MoaE protein	4	
pfam02397	Bacterial sugar transferase	12	
pfam02401	LytB protein	11	
pfam02403	Seryl-tRNA synthetase N-terminal domain	6	
pfam02405	Permease MlaE	6	
pfam02410	Ribosomal silencing factor during starvation	6	
pfam02412	Thrombospondin type 3 repeat	5	
pfam02416	mttA/Hcf106 family	8	
pfam02417	Chromate transporter	8	
pfam02421	Ferrous iron transport protein B	4	
pfam02423	Ornithine cyclodeaminase/mu-crystallin family	11	
pfam02424	ApbE family	13	
pfam02426	Muconolactone delta-isomerase	1	
pfam02433	Cytochrome C oxidase, mono-heme subunit/FixO	6	
pfam02436	Conserved carboxylase domain	7	
pfam02441	Flavoprotein	6	
pfam02445	Quinolinate synthetase A protein	9	
pfam02447	GntP family permease	1	
pfam02457	DisA bacterial checkpoint controller nucleotide-binding	3	
pfam02463	RecF/RecN/SMC N terminal domain	7	
pfam02464	Competence-damaged protein	10	
pfam02469	Fasciclin domain	1	
pfam02470	MlaD protein	15	
pfam02472	Biopolymer transport protein ExbD/TolR	19	
pfam02481	DNA recombination-mediator protein A	11	
pfam02482	Sigma 54 modulation protein / S30EA ribosomal protein	5	
pfam02485	Core-2/I-Branching enzyme	2	
pfam02491	SHS2 domain inserted in FTSA	2	
pfam02492	CobW/HypB/UreG, nucleotide-binding domain	14	
pfam02493	MORN repeat	2	
pfam02494	HYR domain	8	
pfam02498	BRO family, N-terminal domain	2	
pfam02501	Type II secretion system (T2SS), protein I	1	
pfam02502	Ribose/Galactose Isomerase	2	
pfam02503	Polyphosphate kinase middle domain	5	
pfam02504	Fatty acid synthesis protein	10	
pfam02508	Rnf-Nqr subunit, membrane protein	8	
pfam02511	Thymidylate synthase complementing protein	1	
pfam02514	CobN/Magnesium Chelatase	4	
pfam02515	CoA-transferase family III	38	
pfam02517	CAAX protease self-immunity	9	
pfam02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	201	
pfam02525	Flavodoxin-like fold	2	
pfam02527	rRNA small subunit methyltransferase G	9	
pfam02534	Type IV secretory system Conjugative DNA transfer	14	
pfam02535	ZIP Zinc transporter	5	
pfam02537	CrcB-like protein, Camphor Resistance (CrcB)	5	
pfam02538	Hydantoinase B/oxoprolinase	19	
pfam02540	NAD synthase	7	
pfam02541	Ppx/GppA phosphatase family	16	
pfam02542	YgbB family	9	
pfam02543	Carbamoyltransferase N-terminus	4	
pfam02544	3-oxo-5-alpha-steroid 4-dehydrogenase	1	
pfam02545	Maf-like protein	13	
pfam02547	Queuosine biosynthesis protein	19	
pfam02548	Ketopantoate hydroxymethyltransferase	15	
pfam02550	Acetyl-CoA hydrolase/transferase N-terminal domain	2	
pfam02551	Acyl-CoA thioesterase	3	
pfam02554	Carbon starvation protein CstA	1	
pfam02556	Preprotein translocase subunit SecB	3	
pfam02558	Ketopantoate reductase PanE/ApbA	6	
pfam02559	CarD-like/TRCF domain	12	
pfam02560	Cyanate lyase C-terminal domain	1	
pfam02561	Flagellar protein FliS	3	
pfam02562	PhoH-like protein	15	
pfam02563	Polysaccharide biosynthesis/export protein	11	
pfam02565	Recombination protein O C terminal	8	
pfam02566	OsmC-like protein	12	
pfam02567	Phenazine biosynthesis-like protein	9	
pfam02568	Thiamine biosynthesis protein (ThiI)	3	
pfam02569	Pantoate-beta-alanine ligase	11	
pfam02570	Precorrin-8X methylmutase	1	
pfam02571	Precorrin-6x reductase CbiJ/CobK	3	
pfam02572	ATP:corrinoid adenosyltransferase BtuR/CobO/CobP	2	
pfam02574	Homocysteine S-methyltransferase	13	
pfam02575	YbaB/EbfC DNA-binding family	5	
pfam02576	Putative ribosome maturation factor RimP	3	
pfam02577	Bifunctional nuclease	1	
pfam02578	Multi-copper polyphenol oxidoreductase laccase	6	
pfam02579	Dinitrogenase iron-molybdenum cofactor	1	
pfam02580	D-Tyr-tRNA(Tyr) deacylase	5	
pfam02581	Thiamine monophosphate synthase/TENI	4	
pfam02583	Metal-sensitive transcriptional repressor	4	
pfam02585	GlcNAc-PI de-N-acetylase	5	
pfam02586	SOS response associated peptidase (SRAP)	9	
pfam02588	Uncharacterised 5xTM membrane BCR, YitT family COG1284	2	
pfam02589	LUD domain	4	
pfam02590	Predicted SPOUT methyltransferase	4	
pfam02591	C4-type zinc ribbon domain	2	
pfam02592	Putative vitamin uptake transporter	3	
pfam02594	Uncharacterised ACR, YggU family COG1872	3	
pfam02595	Glycerate kinase family	1	
pfam02597	ThiS family	8	
pfam02600	Disulfide bond formation protein DsbB	9	
pfam02601	Exonuclease VII, large subunit	13	
pfam02602	Uroporphyrinogen-III synthase HemD	8	
pfam02603	HPr Serine kinase N terminus	2	
pfam02604	Antitoxin Phd_YefM, type II toxin-antitoxin system	4	
pfam02606	Tetraacyldisaccharide-1-P 4'-kinase	7	
pfam02607	B12 binding domain	6	
pfam02608	ABC transporter substrate-binding protein PnrA-like	8	
pfam02609	Exonuclease VII small subunit	5	
pfam02610	L-arabinose isomerase	1	
pfam02613	Nitrate reductase delta subunit	1	
pfam02614	Glucuronate isomerase	3	
pfam02615	Malate/L-lactate dehydrogenase	6	
pfam02616	Segregation and condensation protein ScpA	5	
pfam02617	ATP-dependent Clp protease adaptor protein ClpS	9	
pfam02618	YceG-like family	11	
pfam02620	Uncharacterized ACR, COG1399	5	
pfam02621	Menaquinone biosynthesis	2	
pfam02622	Uncharacterized ACR, COG1678	10	
pfam02623	FliW protein	1	
pfam02624	YcaO cyclodehydratase, ATP-ad Mg2+-binding	4	
pfam02625	XdhC and CoxI family	3	
pfam02626	Carboxyltransferase domain, subdomain A and B	5	
pfam02627	Carboxymuconolactone decarboxylase family	17	
pfam02628	Cytochrome oxidase assembly protein	9	
pfam02629	CoA binding domain	5	
pfam02630	SCO1/SenC	15	
pfam02631	RecX family	2	
pfam02632	BioY family	3	
pfam02633	Creatinine amidohydrolase	10	
pfam02634	FdhD/NarQ family	5	
pfam02635	DsrE/DsrF-like family	6	
pfam02636	Putative S-adenosyl-L-methionine-dependent methyltransferase	8	
pfam02637	GatB domain	4	
pfam02638	Glycosyl hydrolase-like 10	1	
pfam02639	Uncharacterized BCR, YaiI/YqxD family COG1671	4	
pfam02643	Uncharacterized ACR, COG1430	4	
pfam02646	RmuC family	4	
pfam02649	Type I GTP cyclohydrolase folE2	3	
pfam02652	L-lactate permease	5	
pfam02653	Branched-chain amino acid transport system / permease component	69	
pfam02654	Cobalamin-5-phosphate synthase	1	
pfam02657	Fe-S metabolism associated domain	6	
pfam02659	Putative manganese efflux pump	3	
pfam02660	Glycerol-3-phosphate acyltransferase	4	
pfam02661	Fic/DOC family	10	
pfam02665	Nitrate reductase gamma subunit	1	
pfam02666	Phosphatidylserine decarboxylase	9	
pfam02667	Short chain fatty acid transporter	2	
pfam02668	Taurine catabolism dioxygenase TauD, TfdA family	16	
pfam02670	1-deoxy-D-xylulose 5-phosphate reductoisomerase	7	
pfam02673	Bacitracin resistance protein BacA	4	
pfam02674	Colicin V production protein	6	
pfam02675	S-adenosylmethionine decarboxylase	4	
pfam02678	Pirin	11	
pfam02679	(2R)-phospho-3-sulfolactate synthase (ComA)	1	
pfam02682	Carboxyltransferase domain, subdomain C and D	5	
pfam02683	Cytochrome C biogenesis protein transmembrane region	9	
pfam02684	Lipid-A-disaccharide synthetase	13	
pfam02685	Glucokinase	4	
pfam02686	Glu-tRNAGln amidotransferase C subunit	6	
pfam02687	FtsX-like permease family	33	
pfam02690	Na+/Pi-cotransporter	7	
pfam02694	Uncharacterised BCR, YnfA/UPF0060 family	3	
pfam02696	Uncharacterized ACR, YdiU/UPF0061 family	5	
pfam02698	DUF218 domain	3	
pfam02699	Preprotein translocase subunit	7	
pfam02700	Phosphoribosylformylglycinamidine (FGAM) synthase	6	
pfam02706	Chain length determinant protein	5	
pfam02719	Polysaccharide biosynthesis protein	9	
pfam02720	Domain of unknown function (DUF222)	1	
pfam02729	Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain	14	
pfam02730	Aldehyde ferredoxin oxidoreductase, N-terminal domain	3	
pfam02733	Dak1 domain	1	
pfam02734	DAK2 domain	1	
pfam02737	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain	37	
pfam02738	Molybdopterin-binding domain of aldehyde dehydrogenase	27	
pfam02739	5'-3' exonuclease, N-terminal resolvase-like domain	4	
pfam02741	FTR, proximal lobe	1	
